name,description,styleUrl,icon-opacity,icon-color,icon-scale,icon-offset,icon-offset-units,icon,lon,lat,gx_media_links
Laxey,Sustainable aquaculture on land | https://www.laxey.is,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-20.2766691,63.4428549,
Switchee,Smart thermostat devices | https://switchee.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-0.0953126,51.5047352,
Squad Mobility,Solar powered compact cars | https://www.squadmobility.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,4.7732261,51.6060028,
TerraThermo,Hot dry rock geothermal development | https://www.terrathermo.eu/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-6.2485008,53.3413125,
LevelTen Energy,Renewable energy transaction platform | https://www.leveltenenergy.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-122.3476395,47.6115754,
GrowUp Farms (Sandwich),Vertical Farming | https://growupfarms.co.uk,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,1.3447202,51.290552,
GrowUp Farms (Cambridge),Leaf Lab | Vertical Farming | https://growupfarms.co.uk,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-0.0266373,52.2182006,
GrowUp Farms (London),Support office | Vertical Farming | https://growupfarms.co.uk,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-0.1250656,51.5327736,
"Heimdall Power (Oslo, HQ)",Grid-enhancing technologies | https://heimdallpower.com,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,10.7364625,59.9175145,
Heimdall Power (US),"Grid-enhancing technologies | https://heimdallpower.com | 1000 Main St Suite 2300, Houston, TX 77002",#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-95.3659038,29.7567954,
Lyten (Fremont),Lithium-sulfur batteries and advanced materials developer | https://lyten.com,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-121.9481875,37.5250625,
NovoNutrients,CO2 to protein technology | https://www.novonutrients.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-121.9931109,37.4093978,
ACEL Power,Electric boats | https://www.acelpower.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-123.1330719,49.2040516,
Marathon Fusion,Nuclear fusion power technology | https://www.marathonfusion.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-122.4113684,37.7746398,
ExoFlare,Biosecurity risk management for food and agricultural supply chain | https://www.exoflare.io/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,151.2116575,-33.8675997,
Boon (Gurugram),Water purification technology | https://helloboon.com,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,77.0868699,28.5017609,
Boon (Singapore),Water purification technology | https://helloboon.com,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,103.8458998,1.2759364,
Bio-Logical,Nature-based carbon removal for vulnerable communities | https://www.bio-logical.green/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-1.0705485,52.3393001,
Cloverleaf Infrastructure,"Sustainable power solution for data centers | https://cloverleafinfra.com/ | Location not precise, based in Seattle WA",#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-122.3337279,47.6058785,
Ribbit Network,https://climatebase.org/company/38575/ribbit-network | Remote Work Options: Yes,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-122.3320708,47.6062095,
Cloverleaf Infrastructure,"Sustainable power solution for data centers | https://cloverleafinfra.com/ | Location not precise, based in Houston TX",#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-95.36848,29.7566868,
Saltworks Technologies,Water treatment and lithium processing | https://www.saltworkstech.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-123.0692867,49.1318575,
Ore Energy (Amsterdam),Long duration iron-air batteries | https://www.oreenergy.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,4.9544326,52.3556834,
Ore Energy (Delft),Long duration iron-air batteries | https://www.oreenergy.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,4.385792,51.9931568,
Ionna,Electric vehicle charging solutions | https://ionna.com,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-78.8961728,35.9925746,
Mission Solar Energy,Solar module manufacturer | https://www.missionsolar.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-98.4398803,29.3382072,
Waaree Energies,"Solar products manufacturer | https://waaree.com | Also, potential openings in Mumbai, Delhi, Bangalore and Goregaon",#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,73.0730369,20.8156125,
IndoSolar,PV solar cell manufacturer | https://indosolar.co.in/ | Part of Waaree |,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,72.8692715,21.0927648,
Monarch,Electric autonomous tractors | https://www.monarchtractor.com,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-121.7062749,37.710941,
NanoGraf,Silicone-based anode technology | https://www.nanograf.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-87.6629967,41.8890592,
Addionics (London),3D lithium-ion battery development | https://addionics.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-0.2227063,51.5138649,
Addionics (Tel Aviv),3D lithium-ion battery development | https://addionics.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,34.79492,32.0727773,
EneCoat,"Perovskite solar cells developer | https://enecoat.com/ | Kyoto Perovskite Solar Cells Innovation Center (KPIC) 43-1, Sako Sotoyashiki, Kumiyama-cho, Kuse-gun",#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,135.7526908,34.8823115,
InnerPlant,Genetically-engineered living sensor plants developer for optimized crop protection | Potential openings in Woodland CA as well,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-121.7096696,38.5509192,
Micropep,Sustainable pesticide developer | https://micro-pep.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,1.4944305,43.5336605,
Quatt,Hybrid heat pump developer | https://www.quatt.io/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,4.8412334,52.3531618,
First Street,Finance risk due to climate data provider | https://firststreet.org/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-73.9711154,40.7546905,
Splight,AI-based grid operations software platform | https://www.splight-ai.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-122.3255879,37.5623185,
Star Catcher,"Developer of power network for satellites | https://star-catcher.com/ | Location not precise, based in Jacksonville FL",#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-81.6565951,30.3283686,
CarbonBlue‎,Water-based carbon removal | https://carbonblue.cc/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,34.9183181,32.5657207,
NoPalm Ingredients,Fermented oils and fats manufacturer | https://www.nopalm-ingredients.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,5.6474569,51.9742964,
Agrobiomics,Biostimulants for crop protection | https://www.agrobiomics.bio/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,12.5560737,55.6990434,
FuturePlus,Sustainability and ESG platform | https://www.future-plus.co.uk/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-0.0973316,51.5045159,
International Recycling Group,Plastics recycling developer | https://www.internationalrecycling.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-80.0528392,42.143074,
Shine Technologies (Fitchburg),Nuclear fusion developer | https://www.shinefusion.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-89.3915033,43.0044588,
Eureka Recycling,Recycling services and zero waste education | https://eurekarecycling.org,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-93.2205894,44.9943152,
Ecop,High-tech heat pump manufacturer | https://www.ecop.at/en/jobs-2/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,14.2089865,48.1195195,
Kyoto Fusioneering,Nuclear fusion equipment provider | https://kyotofusioneering.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,139.7648086,35.6864055,
Hecate Energy,Renewable power and storage solutions | https://www.hecateenergy.com/ | Part of Repsol,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-87.6437042,41.8842168,
osapiens,ESG compliance platform | https://osapiens.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,8.4747333,49.4735257,
UgoWork,Energy-as-a-service solutions for forklifts platform | https://ugowork.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-71.2503367,46.8027626,
"Peak Energy (Batteries, Burlingame)","Sodium-ion battery systems developer | https://www.peakenergy.com | Location not precise, based in Burlingame CA",#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-122.3493989,37.5771384,
"Peak Energy (Batteries, Denver)","Sodium-ion battery systems developer | https://www.peakenergy.com | Location not precise, based in Burlingame CA",#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-104.9870753,39.7438556,
Graphyte,Biomass-drying based long term carbon removal | https://www.graphyte.com/ | aka Graphyte Carbon Removal | Remote work options: Yes,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-92.0672801,34.2640656,
Simple Energy,Electric scooter manufacturer | https://www.simpleenergy.in,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,77.6075922,12.9095278,
Tset (Vienna),Cost and carbon management software platform | https://tset.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,16.3825153,48.2134072,
Tset (Kuchl),Cost and carbon management software platform | https://tset.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,13.1643733,47.614436,
Kinetic Green,Micro-mobility vehicle | https://kineticgreen.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,73.8436907,18.5255728,
Leaf Agriculture (San Francisco),Agricultural data software | https://withleaf.io,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-122.4007436,37.7900688,
Leaf Agriculture (Raleigh),"Agricultural data software | https://withleaf.io | Location not precise, based in Raleigh NC",#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-78.6439723,35.7765259,
OpenStar Technologies,Plasma fusion energy | https://www.openstar.tech/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,174.8136637,-41.2395876,
Onepak,Logistics and returns platform | https://www.onepak.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-71.055773,42.3573463,
ManoCap Energy,Solar and battery storage hybrid projects for industry | https://manocapenergy.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-0.2426229,5.6274645,
Celly,Hydrogen fuel distribution | https://cellyh2.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-95.5516621,30.4126199,
Schletter Solar,Solar mounting systems | https://www.schletter-group.com | Part of Enstall,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,12.16027,48.1674376,
Avantus (El Dorado Hills),Renewable energy project developer | https://avantus.com | Remote work options: Yes | Pt of KKR,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-121.0706827,38.6344113,
Avantus (San Francisco),Renewable energy project developer | https://avantus.com | Remote work options: Yes | Pt of KKR,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-122.4048398,37.7900218,
"Spora (Leather alternative, Chile)",Mushroom-mycelium-based leather alternative | https://spora.co.uk/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-70.8569567,-34.4037771,
Spora (Food),Food research center dedicated to development of upcycled food and alternative protein sources | https://spora.dk/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,12.6111388,55.690532,
Alchemist Restaurant,Menu utilizing upcycled ingredients | https://alchemist.dk,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,12.6138202,55.6939869,
Complete Solaria,https://www.completesolaria.com,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-121.9522065,37.4920804,
Muon Space,Developer of satellites for earth monitoring | https://www.muonspace.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-122.09469,37.4217892,
SYSO Technologies,Renewable energy and storage asset management platform | https://www.sysotechnologies.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-71.0609659,42.3638858,
Greenyellow (Colombia),Decarbonization platform for companies |  https://greenyellow.co/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-74.0486159,4.6860054,
GreenYellow (Brasil),Decarbonization platform for companies |  https://greenyellow.com.br/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-46.6691386,-23.6091385,
GreenYellow (Vietnam),Decarbonization platform for companies | https://www.greenyellow.vn/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,106.7180779,10.7897409,
GreenYellow (Thailand),Decarbonization platform for companies | https://www.greenyellow.co.th/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,100.5379764,13.7244572,
GreenYellow (Poland),| https://www.greenyellow.pl,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,21.025554,52.1506497,
H3X Technologies,High power density electric motors | https://www.h3x.tech/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-105.1239968,39.9646528,
Datch,AI-based grid asset management platform | https://www.datch.io/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-122.3967284,37.7876372,
Plonts,Plant-based cheese | https://www.plonts.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-122.2844673,37.8263131,
Branch Energy,Battery storage system platform | https://branchenergy.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-95.3635532,29.7592132,
Greeniron H2,Fossil-free mining technology | https://greeniron.se/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,18.0701024,59.3358531,
Cala Systems,Intelligent heat pump water heater | https://www.calasystems.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-71.1026544,42.3816074,
Cocoon Carbon,Carbon capture for heavy industry; low-carbon construction materials | https://www.cocooncarbon.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-0.0780394,51.5211238,
Secai Marche (Malaysia),Farm to table platform | https://secai-marche.co.jp/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,101.5669326,3.1572558,
Secai Marche (Japan),Farm to table platform | https://secai-marche.co.jp/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,139.8103205,35.6637361,
CarbonQuest,Onsite turnkey carbon capture for buildings | https://carbonquest.com/ | Offices in New York City and Washington DC as well,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-117.1927183,47.6847323,
GraphEnergyTech (Cambridge),"Graphene electrodes for solar | https://graphenergytech.com/ | The Officers’ Mess Business Centre, Royston Rd, Cambridge CB22 4QH, UK",#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,0.1544135,52.1031873,
GraphEnergyTech (Lausanne),"Graphene electrodes for solar | https://graphenergytech.com/ | Location not precise, office in Laussannw",#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,6.5673584,46.5168852,
Ageto,Microgrid control solutions | https://agetoenergy.com/ | Part of Generac,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-105.0719619,40.5964307,
GuideWheel,Manufacturing efficiency SaaS platform | https://guidewheel.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-122.4009072,37.7899666,
CruxOCM,Operations control management software | https://cruxocm.com/ | ,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-114.0694368,51.0487586,
Aalo Atomics,Small nuclear fission reactor developer | https://www.aalo.com,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-97.7184388,30.2144673,
SI Solutions,[object Object],#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-79.9382566,36.0568313,
E3 Lithium,Lithium extraction from oil fields | https://e3lithium.ca/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-114.0684152,51.0488405,
Ambercycle,Circular textiles manufacturing | https://www.ambercycle.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-118.2131449,34.0205895,
Ather Energy,Electric scooters and charging network | https://www.atherenergy.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,77.6035283,12.9328026,
Voltera (CA),EV fleet charging infrastructure provider | https://www.volterapower.com,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-122.1639169,37.4439839,
Voltera (VA),EV fleet charging infrastructure provider | https://www.volterapower.com,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-77.4017439,38.9541762,
DeCarice,"Hydrogen dual-fuel systems | https://www.decarice.com.au | Location not precise, locating in Sydney NSW",#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,151.2089361,-33.8621306,
Clearly,Mobility emission management | https://clearly.earth,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-0.1487459,51.4937628,
Drift Energy,Underwater turbine to hydrogen generating sailing vessel development | https://drift.energy/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-0.1161642,51.8547541,
Kazam,EV charging management software | https://www.kazam.in/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,77.6201128,12.9374366,
Promethean Particles,Metal organic frameworks (MOFs) developer for carbon capture and storage | https://prometheanparticles.co.uk/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-1.1840203,52.9580731,
FreshBus,Electric bus service provider | https://www.freshbus.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,78.3549844,17.4158875,
Vapaus,Electric mobility services | https://www.vapaus.io,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,24.966636,60.1866048,
Gaussion,Rapid EV battery charging | https://gaussion.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-0.1410256,51.520632,
Intramotev,Self-propelled electric railcars | https://intramotev.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-90.2559811,38.6873781,
Piclo,Flexible electricity marketplace | https://www.piclo.energy/ | Potential openings in Italy and Portugal,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-0.0815098,51.5213326,
Power to Hydrogen,AEM hydrogen electrolyzer developer | https://power-h2.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-82.9918606,40.100708,
LIS Technologies,Laser spectroscopy solutions provider for nuclear reactors | https://laseristech.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-73.9868964,40.7548755,
Root,Food industry emissions reduction platform | https://www.rootglobal.io/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,7.2284756,51.4896461,
Cache Energy,Long-duration energy storage |https://cache-energy.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-88.2403311,40.0911264,
